Year-month,Year,Month,State_name,pm25_avg_aqi,pm10_avg_aqi,ozone_avg_aqi,Unhealthy_days,Very_unhealthy_days
2024-09,2024,9,Connecticut,37.04,,36.76,0,0
2024-09,2024,9,Country Of Mexico,48.56,75.36,39.71,0,0
2024-09,2024,9,Delaware,39.1,,41.04,0,0
2024-09,2024,9,District Of Columbia,34.36,,43.68,0,0
2024-09,2024,9,Florida,39.03,26.76,30.58,0,0
2024-09,2024,9,Georgia,44.24,,36.77,0,0
2024-09,2024,9,Hawaii,21.08,,24.56,0,0
2024-09,2024,9,Idaho,49.51,41.71,40.74,12,2
2024-09,2024,9,Illinois,42.51,67.0,44.79,5,0
2024-09,2024,9,Indiana,35.76,86.0,45.28,3,0
2024-09,2024,9,Iowa,42.01,49.14,41.14,0,0
2024-09,2024,9,Kansas,43.1,40.48,42.62,0,0
2024-09,2024,9,Kentucky,39.76,12.0,38.82,1,0
2024-09,2024,9,Louisiana,46.51,,37.52,0,0
2024-09,2024,9,Maine,36.85,,31.76,1,0
2024-09,2024,9,Maryland,33.86,6.0,38.64,0,0
2024-09,2024,9,Massachusetts,36.75,,36.1,0,0
2024-09,2024,9,Michigan,39.49,32.6,43.0,1,0
2024-09,2024,9,Minnesota,44.34,50.33,37.88,4,0
2024-09,2024,9,Mississippi,43.36,,38.53,2,0
2024-09,2024,9,Missouri,42.57,52.42,41.31,2,0
2024-09,2024,9,Montana,40.82,28.89,36.21,9,0
2024-09,2024,9,Nebraska,41.2,27.17,42.52,0,0
2024-09,2024,9,Nevada,31.34,43.46,54.86,3,0
2024-09,2024,9,New Hampshire,37.29,,35.8,0,0
2024-09,2024,9,New Jersey,39.54,,39.33,1,0
2024-09,2024,9,New Mexico,22.92,32.09,54.19,7,0
2024-09,2024,9,New York,35.61,,34.74,0,0
2024-09,2024,9,North Carolina,39.88,,33.72,0,0
2024-09,2024,9,North Dakota,82.62,48.33,38.9,4,0
2024-09,2024,9,Ohio,39.53,37.4,44.21,2,0
2024-09,2024,9,Oklahoma,46.52,70.0,45.82,1,0
2024-09,2024,9,Oregon,44.88,,34.15,10,0
2024-09,2024,9,Pennsylvania,36.77,,40.58,3,0
2024-09,2024,9,Puerto Rico,25.23,25.86,6.0,0,0
2024-09,2024,9,Rhode Island,34.03,,34.52,0,0
2024-09,2024,9,South Carolina,44.07,,35.61,0,0
2024-09,2024,9,South Dakota,42.45,44.68,48.05,2,0
2024-09,2024,9,Tennessee,31.9,,39.16,0,0
2024-09,2024,9,Texas,40.14,65.44,48.43,14,0
2024-09,2024,9,Utah,50.44,,53.31,3,0
2024-09,2024,9,Vermont,35.89,,32.33,0,0
2024-09,2024,9,Virgin Islands,19.9,,,0,0
2024-09,2024,9,Virginia,35.02,6.5,34.55,0,0
2024-09,2024,9,Washington,32.21,40.22,31.7,2,0
2024-09,2024,9,West Virginia,31.57,,39.31,0,0
2024-09,2024,9,Wisconsin,33.87,,44.74,5,0
2024-09,2024,9,Wyoming,33.66,39.45,47.46,11,0
2024-10,2024,10,Alabama,48.78,33.0,42.31,0,0
2024-10,2024,10,Alaska,25.38,39.33,28.44,0,0
2024-10,2024,10,Arizona,43.44,54.64,54.98,17,0
2024-10,2024,10,Arkansas,61.94,,47.55,2,0
2024-10,2024,10,California,44.74,57.11,62.14,23,3
2024-10,2024,10,Colorado,48.47,32.72,43.01,1,0
2024-10,2024,10,Connecticut,36.69,,36.1,0,0
2024-10,2024,10,Country Of Mexico,63.0,78.23,,5,0
2024-10,2024,10,Delaware,45.57,,40.58,0,0
2024-10,2024,10,District Of Columbia,48.5,,36.25,0,0
2024-10,2024,10,Florida,47.76,35.76,39.53,1,0
2024-10,2024,10,Georgia,51.15,,39.34,0,0
2024-10,2024,10,Hawaii,20.7,,22.9,0,0
2024-10,2024,10,Idaho,41.49,47.73,34.29,13,0
2024-10,2024,10,Illinois,52.96,64.78,40.88,0,0
2024-10,2024,10,Indiana,47.05,77.0,41.4,2,0
2024-10,2024,10,Iowa,49.58,51.64,41.68,0,0
2024-10,2024,10,Kansas,45.59,56.38,49.21,0,0
2024-10,2024,10,Kentucky,48.78,,40.9,0,0
2024-10,2024,10,Louisiana,52.73,,52.23,3,0
2024-10,2024,10,Maine,31.17,12.0,29.86,0,0
2024-10,2024,10,Maryland,45.57,,38.75,0,0
2024-10,2024,10,Massachusetts,43.99,,33.52,1,0
2024-10,2024,10,Michigan,43.96,23.33,36.42,1,0
2024-10,2024,10,Minnesota,41.1,60.13,31.54,1,0
2024-10,2024,10,Mississippi,57.75,,47.81,2,0
2024-10,2024,10,Missouri,50.04,59.31,46.37,5,0
2024-10,2024,10,Montana,33.0,18.77,34.08,2,0
2024-10,2024,10,Nebraska,49.44,45.29,39.06,0,0
2024-10,2024,10,Nevada,30.56,47.94,44.11,2,1
2024-10,2024,10,New Hampshire,34.47,,35.93,0,0
2024-10,2024,10,New Jersey,44.87,37.5,36.14,0,0
2024-10,2024,10,New Mexico,31.71,62.24,47.97,7,1
2024-10,2024,10,New York,37.4,,33.57,0,0
2024-10,2024,10,North Carolina,45.53,,37.42,0,0
2024-10,2024,10,North Dakota,46.85,56.9,34.68,0,0
2024-10,2024,10,Ohio,49.64,40.1,38.5,2,0
2024-10,2024,10,Oklahoma,51.62,55.88,57.84,6,0
2024-10,2024,10,Oregon,37.5,,30.36,5,0
2024-10,2024,10,Pennsylvania,43.09,,36.62,1,0
2024-10,2024,10,Puerto Rico,39.13,26.86,5.55,0,0
2024-10,2024,10,Rhode Island,28.7,,,0,0
2024-10,2024,10,South Carolina,50.31,,38.98,0,0
2024-10,2024,10,South Dakota,44.48,63.06,41.62,6,0
2024-10,2024,10,Tennessee,41.61,30.0,42.08,0,0
2024-10,2024,10,Texas,45.92,83.78,57.4,21,0
2024-10,2024,10,Utah,48.62,42.67,42.39,4,0
2024-10,2024,10,Vermont,31.0,,33.62,0,0
2024-10,2024,10,Virgin Islands,26.9,,,0,0
2024-10,2024,10,Virginia,41.29,6.09,35.34,0,0
2024-10,2024,10,Washington,30.17,24.93,33.6,0,0
2024-10,2024,10,West Virginia,39.85,,36.13,0,0
2024-10,2024,10,Wisconsin,37.09,54.5,35.27,0,0
2024-10,2024,10,Wyoming,50.17,36.68,39.6,12,0
2024-11,2024,11,Alabama,34.9,28.0,32.38,0,0
2024-11,2024,11,Alaska,34.77,83.0,34.1,0,0
2024-11,2024,11,Arizona,54.67,38.95,42.03,6,0
2024-11,2024,11,Arkansas,40.7,,29.26,0,0
2024-11,2024,11,California,51.03,58.13,35.13,11,0
2024-11,2024,11,Colorado,34.19,14.34,41.13,0,0
2024-11,2024,11,Connecticut,31.0,,30.99,0,0
2024-11,2024,11,Country Of Mexico,57.62,84.07,34.5,5,0
2024-11,2024,11,Delaware,37.92,,31.82,0,0
2024-11,2024,11,District Of Columbia,44.8,,29.73,0,0
2024-11,2024,11,Florida,43.37,28.58,36.04,1,0
2024-11,2024,11,Georgia,40.93,,30.85,0,0
2024-11,2024,11,Hawaii,19.03,,33.65,0,0
2024-11,2024,11,Idaho,40.3,28.0,30.89,6,0
2024-11,2024,11,Illinois,35.36,,24.2,0,0
2024-11,2024,11,Indiana,38.66,38.0,26.67,1,0
2024-11,2024,11,Iowa,36.14,36.2,26.33,0,0
2024-11,2024,11,Kansas,30.17,18.71,28.81,0,0
2024-11,2024,11,Kentucky,34.28,,29.22,0,0
2024-11,2024,11,Louisiana,42.34,,32.36,0,0
2024-11,2024,11,Maine,21.77,2.0,28.94,0,0
2024-11,2024,11,Maryland,31.7,7.4,30.38,1,0
2024-11,2024,11,Massachusetts,57.42,,31.84,1,0
2024-11,2024,11,Michigan,29.98,9.4,26.76,0,0
2024-11,2024,11,Minnesota,28.7,,26.27,0,0
2024-11,2024,11,Mississippi,39.23,,30.5,0,0
2024-11,2024,11,Missouri,29.74,12.88,28.28,0,0
2024-11,2024,11,Montana,28.32,18.84,30.96,3,0
2024-11,2024,11,Nebraska,26.91,11.33,29.31,0,0
2024-11,2024,11,Nevada,46.59,21.79,37.9,0,0
2024-11,2024,11,New Hampshire,32.62,,32.98,0,0
2024-11,2024,11,New Jersey,36.31,43.0,29.76,1,0
2024-11,2024,11,New Mexico,26.18,31.55,37.86,1,0
2024-11,2024,11,New York,34.86,,28.58,0,0
2024-11,2024,11,North Carolina,37.15,11.55,33.38,0,0
2024-11,2024,11,North Dakota,35.28,28.0,26.66,0,0
2024-11,2024,11,Ohio,35.99,24.94,29.02,0,0
2024-11,2024,11,Oklahoma,35.73,19.5,33.61,0,0
2024-11,2024,11,Oregon,40.74,,29.58,2,0
2024-11,2024,11,Pennsylvania,37.86,,29.59,1,0
2024-11,2024,11,Puerto Rico,25.07,23.88,12.85,0,0
2024-11,2024,11,Rhode Island,24.63,,,0,0
2024-11,2024,11,South Carolina,41.93,,30.09,0,0
2024-11,2024,11,South Dakota,28.56,44.0,31.61,1,0
2024-11,2024,11,Tennessee,32.96,,32.59,0,0
2024-11,2024,11,Texas,40.86,56.88,35.32,1,0
2024-11,2024,11,Utah,37.21,,35.2,0,0
2024-11,2024,11,Vermont,27.86,,29.74,0,0
2024-11,2024,11,Virgin Islands,16.11,,,0,0
2024-11,2024,11,Virginia,32.92,6.4,29.58,0,0
2024-11,2024,11,Washington,36.28,12.6,32.56,2,0
2024-11,2024,11,West Virginia,32.05,,27.24,0,0
2024-11,2024,11,Wisconsin,28.75,7.59,25.58,0,0
2024-11,2024,11,Wyoming,14.18,21.85,35.72,0,0
2024-12,2024,12,Alabama,36.68,,33.21,0,0
2024-12,2024,12,Alaska,39.93,15.5,37.53,6,0
2024-12,2024,12,Arizona,71.44,42.96,40.63,17,0
2024-12,2024,12,Arkansas,44.63,,27.5,0,0
2024-12,2024,12,California,64.52,46.24,32.63,21,0
2024-12,2024,12,Colorado,37.01,18.48,40.89,0,0
2024-12,2024,12,Connecticut,41.13,,31.26,0,0
2024-12,2024,12,Country Of Mexico,79.77,98.67,,6,0
2024-12,2024,12,Delaware,45.81,,33.65,0,0
2024-12,2024,12,District Of Columbia,49.1,,31.0,0,0
2024-12,2024,12,Florida,44.11,25.97,34.94,0,1
2024-12,2024,12,Georgia,44.58,,32.85,1,0
2024-12,2024,12,Hawaii,27.03,,27.12,0,0
2024-12,2024,12,Idaho,42.34,,33.11,1,0
2024-12,2024,12,Illinois,40.75,37.0,23.37,0,0
2024-12,2024,12,Indiana,41.98,75.0,25.05,1,0
2024-12,2024,12,Iowa,42.59,41.75,26.33,0,0
2024-12,2024,12,Kansas,41.47,23.25,25.46,0,0
2024-12,2024,12,Kentucky,33.98,45.0,29.63,0,0
2024-12,2024,12,Louisiana,44.78,,30.97,1,0
2024-12,2024,12,Maine,33.4,9.33,30.67,0,0
2024-12,2024,12,Maryland,37.99,7.6,32.14,0,0
2024-12,2024,12,Massachusetts,42.26,,32.24,0,0
2024-12,2024,12,Michigan,37.36,14.33,27.85,0,0
2024-12,2024,12,Minnesota,36.38,24.0,28.17,0,0
2024-12,2024,12,Mississippi,41.79,,31.3,1,0
2024-12,2024,12,Missouri,36.65,22.68,22.81,0,0
2024-12,2024,12,Montana,28.5,16.74,32.17,0,0
2024-12,2024,12,Nebraska,35.61,18.92,28.09,0,0
2024-12,2024,12,Nevada,56.53,27.15,34.46,1,0
2024-12,2024,12,New Hampshire,42.83,,34.19,0,0
2024-12,2024,12,New Jersey,41.16,,30.21,0,0
2024-12,2024,12,New Mexico,31.77,45.51,35.97,0,0
2024-12,2024,12,New York,41.62,,28.49,1,0
2024-12,2024,12,North Carolina,37.17,9.91,32.02,0,0
2024-12,2024,12,North Dakota,39.33,,27.51,0,0
2024-12,2024,12,Ohio,40.15,14.87,29.29,0,0
2024-12,2024,12,Oklahoma,41.34,46.0,29.42,0,0
2024-12,2024,12,Oregon,43.5,,30.77,8,0
2024-12,2024,12,Pennsylvania,45.57,,30.43,0,0
2024-12,2024,12,Puerto Rico,32.53,16.86,13.54,0,0
2024-12,2024,12,Rhode Island,30.34,,,0,0
2024-12,2024,12,South Carolina,43.56,,32.57,0,0
2024-12,2024,12,South Dakota,31.74,47.58,35.67,1,0
2024-12,2024,12,Tennessee,33.37,,33.1,0,0
2024-12,2024,12,Texas,41.1,79.25,29.78,4,0
2024-12,2024,12,Utah,51.59,,33.39,5,0
2024-12,2024,12,Vermont,34.62,,31.19,0,0
2024-12,2024,12,Virgin Islands,23.7,,,0,0
2024-12,2024,12,Virginia,37.35,21.75,29.13,0,0
2024-12,2024,12,Washington,34.99,6.5,33.78,0,0
2024-12,2024,12,West Virginia,37.73,,29.67,0,0
2024-12,2024,12,Wisconsin,38.37,14.45,27.23,0,0
2024-12,2024,12,Wyoming,20.06,39.08,36.95,2,0
2025-01,2025,1,Alabama,33.82,,34.48,1,0
2025-01,2025,1,Alaska,37.39,8.18,39.12,7,0
2025-01,2025,1,Arizona,68.56,53.67,42.08,6,1
2025-01,2025,1,Arkansas,44.59,,34.51,1,1
2025-01,2025,1,California,61.59,41.98,35.61,17,0
2025-01,2025,1,Colorado,32.23,17.7,40.63,0,0
2025-01,2025,1,Connecticut,41.64,,33.4,0,0
2025-01,2025,1,Country Of Mexico,72.38,75.89,43.0,4,0
2025-01,2025,1,Delaware,53.08,,33.71,0,0
2025-01,2025,1,District Of Columbia,50.0,,33.22,0,0
2025-01,2025,1,Florida,46.61,18.2,36.69,2,0
2025-01,2025,1,Georgia,43.25,,35.97,0,0
2025-01,2025,1,Hawaii,32.29,,35.17,0,0
2025-01,2025,1,Idaho,43.13,13.38,35.46,1,0
2025-01,2025,1,Illinois,34.02,49.5,29.22,0,0
2025-01,2025,1,Indiana,43.84,51.0,30.14,0,0
2025-01,2025,1,Iowa,35.21,39.44,31.14,0,0
2025-01,2025,1,Kansas,36.47,15.0,31.68,0,0
2025-01,2025,1,Kentucky,37.78,,32.44,0,0
2025-01,2025,1,Louisiana,40.81,32.0,33.47,0,0
2025-01,2025,1,Maine,38.58,31.62,32.92,0,0
2025-01,2025,1,Maryland,40.93,8.0,34.44,0,0
2025-01,2025,1,Massachusetts,50.21,41.0,34.29,0,0
2025-01,2025,1,Michigan,34.45,21.0,32.5,0,0
2025-01,2025,1,Minnesota,25.09,21.5,33.0,0,0
2025-01,2025,1,Mississippi,35.75,,34.65,0,0
2025-01,2025,1,Missouri,33.23,25.36,29.12,0,0
2025-01,2025,1,Montana,29.0,16.52,35.29,0,0
2025-01,2025,1,Nebraska,30.36,21.19,32.53,0,0
2025-01,2025,1,Nevada,52.69,27.64,36.2,1,0
2025-01,2025,1,New Hampshire,43.53,,35.84,0,0
2025-01,2025,1,New Jersey,44.55,,31.89,0,0
2025-01,2025,1,New Mexico,27.96,47.68,37.12,4,1
2025-01,2025,1,New York,45.67,,33.31,0,0
2025-01,2025,1,North Carolina,36.0,9.16,34.57,1,0
2025-01,2025,1,North Dakota,33.45,,34.52,0,0
2025-01,2025,1,Ohio,43.05,20.12,31.31,0,0
2025-01,2025,1,Oklahoma,35.74,28.0,32.2,0,0
2025-01,2025,1,Oregon,49.92,,30.0,6,0
2025-01,2025,1,Pennsylvania,49.05,,32.52,1,0
2025-01,2025,1,Puerto Rico,29.96,37.0,12.84,0,0
2025-01,2025,1,Rhode Island,32.3,,,0,0
2025-01,2025,1,South Carolina,43.76,,34.65,0,0
2025-01,2025,1,South Dakota,29.32,49.69,35.29,1,0
2025-01,2025,1,Tennessee,34.41,57.0,35.53,0,0
2025-01,2025,1,Texas,39.78,98.05,32.09,4,1
2025-01,2025,1,Utah,44.09,68.5,35.14,0,0
2025-01,2025,1,Vermont,38.26,,34.94,0,0
2025-01,2025,1,Virgin Islands,14.82,,,0,0
2025-01,2025,1,Virginia,36.86,6.4,33.94,0,0
2025-01,2025,1,Washington,42.2,4.0,30.75,0,0
2025-01,2025,1,West Virginia,39.65,,32.29,0,0
2025-01,2025,1,Wisconsin,31.64,44.2,33.43,0,0
2025-01,2025,1,Wyoming,25.72,31.43,38.97,2,1
2025-02,2025,2,Alabama,41.74,,35.48,0,0
2025-02,2025,2,Alaska,40.44,32.2,39.67,1,0
2025-02,2025,2,Arizona,55.49,41.85,45.07,5,0
2025-02,2025,2,Arkansas,39.68,,33.59,0,0
2025-02,2025,2,California,49.49,25.0,37.66,3,0
2025-02,2025,2,Colorado,35.78,29.61,43.18,0,0
2025-02,2025,2,Connecticut,39.0,,36.81,0,0
2025-02,2025,2,Country Of Mexico,90.75,68.33,41.67,1,0
2025-02,2025,2,Delaware,45.34,,35.41,0,0
2025-02,2025,2,District Of Columbia,47.06,,35.3,0,0
2025-02,2025,2,Florida,46.54,28.24,37.78,1,0
2025-02,2025,2,Georgia,48.55,,37.13,1,0
2025-02,2025,2,Hawaii,34.34,,34.93,0,0
2025-02,2025,2,Idaho,36.41,10.2,38.44,0,0
2025-02,2025,2,Illinois,39.87,30.0,31.65,0,0
2025-02,2025,2,Indiana,46.17,,32.58,0,0
2025-02,2025,2,Iowa,41.73,44.5,31.38,0,0
2025-02,2025,2,Kansas,39.68,25.38,34.4,0,0
2025-02,2025,2,Kentucky,34.19,,34.06,0,0
2025-02,2025,2,Louisiana,45.15,,34.63,0,0
2025-02,2025,2,Maine,42.35,54.2,37.44,0,0
2025-02,2025,2,Maryland,36.91,8.25,36.38,0,0
2025-02,2025,2,Massachusetts,48.31,,37.98,0,0
2025-02,2025,2,Michigan,40.04,,36.27,0,0
2025-02,2025,2,Minnesota,31.65,23.6,34.71,0,0
2025-02,2025,2,Mississippi,42.89,,33.13,0,0
2025-02,2025,2,Missouri,39.38,25.19,38.25,0,0
2025-02,2025,2,Montana,27.77,14.28,38.53,0,0
2025-02,2025,2,Nebraska,35.47,21.4,33.91,0,0
2025-02,2025,2,Nevada,37.09,23.0,41.33,2,0
2025-02,2025,2,New Hampshire,37.67,,39.12,0,0
2025-02,2025,2,New Jersey,43.44,,33.65,1,0
2025-02,2025,2,New Mexico,24.36,60.51,42.14,5,1
2025-02,2025,2,New York,41.94,,36.0,0,0
2025-02,2025,2,North Carolina,36.69,11.06,36.91,0,0
2025-02,2025,2,North Dakota,37.5,,34.52,0,0
2025-02,2025,2,Ohio,44.12,20.67,34.25,0,0
2025-02,2025,2,Oklahoma,43.59,,41.58,1,0
2025-02,2025,2,Oregon,38.72,,30.93,0,0
2025-02,2025,2,Pennsylvania,45.14,,34.46,0,0
2025-02,2025,2,Puerto Rico,31.44,32.45,12.5,0,0
2025-02,2025,2,Rhode Island,30.0,,,0,0
2025-02,2025,2,South Carolina,52.16,,40.09,1,0
2025-02,2025,2,South Dakota,37.04,40.93,37.99,0,0
2025-02,2025,2,Tennessee,34.99,,37.13,0,0
2025-02,2025,2,Texas,42.61,124.0,34.13,12,1
2025-02,2025,2,Utah,39.67,55.27,39.78,0,0
2025-02,2025,2,Vermont,36.38,,38.43,0,0
2025-02,2025,2,Virgin Islands,22.67,,,0,0
2025-02,2025,2,Virginia,33.74,5.0,35.2,0,0
2025-02,2025,2,Washington,30.33,20.11,37.8,0,0
2025-02,2025,2,West Virginia,40.31,,34.94,0,0
2025-02,2025,2,Wisconsin,38.6,53.0,36.41,0,0
2025-02,2025,2,Wyoming,28.18,34.41,42.02,2,1
2025-03,2025,3,Alabama,51.49,,43.81,1,0
2025-03,2025,3,Alaska,30.79,28.91,39.39,1,0
2025-03,2025,3,Arizona,48.05,39.33,52.89,4,0
2025-03,2025,3,Arkansas,45.81,,43.01,2,0
2025-03,2025,3,California,43.97,40.52,41.26,8,0
2025-03,2025,3,Colorado,24.97,39.29,46.74,0,1
2025-03,2025,3,Connecticut,43.3,,41.65,0,0
2025-03,2025,3,Country Of Mexico,,58.33,47.21,0,0
2025-03,2025,3,Delaware,54.35,,41.96,0,0
2025-03,2025,3,District Of Columbia,50.7,,41.67,0,0
2025-03,2025,3,Florida,51.5,26.47,47.74,2,0
2025-03,2025,3,Georgia,51.52,,43.83,7,0
2025-03,2025,3,Hawaii,35.34,,33.19,0,0
2025-03,2025,3,Idaho,27.77,24.07,39.45,1,0
2025-03,2025,3,Illinois,55.0,152.33,39.87,1,1
2025-03,2025,3,Indiana,42.99,81.8,40.51,1,0
2025-03,2025,3,Iowa,44.23,68.4,39.88,0,0
2025-03,2025,3,Kansas,43.49,72.09,41.56,2,1
2025-03,2025,3,Kentucky,54.02,,41.48,1,0
2025-03,2025,3,Louisiana,49.53,50.67,46.52,1,0
2025-03,2025,3,Maine,48.57,44.33,39.41,0,0
2025-03,2025,3,Maryland,43.59,,41.84,0,0
2025-03,2025,3,Massachusetts,44.05,,41.02,0,0
2025-03,2025,3,Michigan,35.48,111.67,38.0,1,0
2025-03,2025,3,Minnesota,34.21,,37.33,0,0
2025-03,2025,3,Mississippi,53.42,,44.29,0,0
2025-03,2025,3,Missouri,52.29,103.36,43.69,2,1
2025-03,2025,3,Montana,21.09,17.59,36.76,0,0
2025-03,2025,3,Nebraska,31.81,28.28,38.47,0,0
2025-03,2025,3,Nevada,26.02,24.23,44.9,1,0
2025-03,2025,3,New Hampshire,45.92,,42.09,1,0
2025-03,2025,3,New Jersey,43.7,,39.13,0,0
2025-03,2025,3,New Mexico,57.79,81.75,48.66,10,1
2025-03,2025,3,New York,37.03,,39.24,1,0
2025-03,2025,3,North Carolina,46.34,16.0,45.47,2,0
2025-03,2025,3,North Dakota,35.89,,36.56,0,0
2025-03,2025,3,Ohio,46.8,57.81,42.55,1,1
2025-03,2025,3,Oklahoma,53.75,169.92,45.61,5,0
2025-03,2025,3,Oregon,25.45,,34.45,0,0
2025-03,2025,3,Pennsylvania,45.12,,41.02,0,0
2025-03,2025,3,Puerto Rico,32.93,20.5,11.81,0,0
2025-03,2025,3,Rhode Island,36.67,,41.54,0,0
2025-03,2025,3,South Carolina,54.51,,47.52,4,0
2025-03,2025,3,South Dakota,32.11,23.62,40.35,0,0
2025-03,2025,3,Tennessee,38.71,60.0,46.52,3,0
2025-03,2025,3,Texas,53.96,175.2,45.9,16,2
2025-03,2025,3,Utah,58.58,56.67,44.07,0,0
2025-03,2025,3,Vermont,45.83,,42.53,1,0
2025-03,2025,3,Virginia,41.18,7.0,41.74,0,0
2025-03,2025,3,Washington,20.01,15.7,38.53,0,0
2025-03,2025,3,West Virginia,41.94,,42.44,0,0
2025-03,2025,3,Wisconsin,30.7,81.0,39.34,0,0
2025-03,2025,3,Wyoming,16.99,29.99,44.25,1,0
2025-04,2025,4,Alabama,47.7,,44.45,0,0
2025-04,2025,4,Alaska,17.09,21.4,39.61,1,0
2025-04,2025,4,Arizona,41.93,39.26,62.86,7,0
2025-04,2025,4,Arkansas,48.74,,44.4,1,0
2025-04,2025,4,California,43.67,35.88,48.51,12,0
2025-04,2025,4,Colorado,26.38,26.92,55.88,1,0
2025-04,2025,4,Connecticut,45.94,,49.21,2,0
2025-04,2025,4,Country Of Mexico,49.5,60.93,61.36,0,0
2025-04,2025,4,Delaware,46.71,,47.8,0,0
2025-04,2025,4,District Of Columbia,48.11,,48.95,0,0
2025-04,2025,4,Florida,50.12,26.12,50.93,1,0
2025-04,2025,4,Georgia,49.64,,43.91,2,0
2025-04,2025,4,Hawaii,33.08,,28.87,0,0
2025-04,2025,4,Idaho,29.78,39.5,45.81,0,0
2025-04,2025,4,Illinois,47.12,44.0,40.2,0,0
2025-04,2025,4,Indiana,42.15,60.0,41.51,1,1
2025-04,2025,4,Iowa,46.19,55.0,44.51,0,0
2025-04,2025,4,Kansas,44.01,40.67,43.88,2,0
2025-04,2025,4,Kentucky,47.44,,40.87,1,0
2025-04,2025,4,Louisiana,48.63,,45.65,0,0
2025-04,2025,4,Maine,48.67,52.0,42.0,0,0
2025-04,2025,4,Maryland,41.27,,45.89,0,0
2025-04,2025,4,Massachusetts,44.07,70.0,44.99,0,0
2025-04,2025,4,Michigan,41.91,86.0,42.92,1,0
2025-04,2025,4,Minnesota,39.44,,38.57,0,0
2025-04,2025,4,Mississippi,50.67,,44.3,0,0
2025-04,2025,4,Missouri,47.66,47.71,42.85,1,0
2025-04,2025,4,Montana,21.75,19.06,40.99,0,0
2025-04,2025,4,Nebraska,35.8,23.03,41.51,0,0
2025-04,2025,4,Nevada,23.15,24.89,52.44,0,0
2025-04,2025,4,New Hampshire,44.0,,46.03,0,0
2025-04,2025,4,New Jersey,46.39,,44.79,0,0
2025-04,2025,4,New Mexico,46.69,89.84,59.19,14,3
2025-04,2025,4,New York,35.49,,42.94,1,0
2025-04,2025,4,North Carolina,47.6,,44.67,0,0
2025-04,2025,4,North Dakota,38.43,,40.81,0,0
2025-04,2025,4,Ohio,44.15,36.56,44.69,1,0
2025-04,2025,4,Oklahoma,48.12,,48.4,2,0
2025-04,2025,4,Oregon,25.93,,37.42,0,0
2025-04,2025,4,Pennsylvania,37.68,,46.0,0,0
2025-04,2025,4,Puerto Rico,33.23,14.75,11.57,0,0
2025-04,2025,4,Rhode Island,37.68,,44.69,0,0
2025-04,2025,4,South Carolina,48.93,,46.79,0,0
2025-04,2025,4,South Dakota,35.04,25.43,40.28,0,0
2025-04,2025,4,Tennessee,40.36,,45.66,1,0
2025-04,2025,4,Texas,52.64,311.25,50.15,11,0
2025-04,2025,4,Utah,52.19,,55.09,1,0
2025-04,2025,4,Vermont,31.14,,43.18,0,0
2025-04,2025,4,Virginia,43.08,6.7,43.57,0,0
2025-04,2025,4,Washington,23.3,16.61,42.03,0,0
2025-04,2025,4,West Virginia,37.29,,42.33,0,0
2025-04,2025,4,Wisconsin,42.12,,40.54,0,0
2025-04,2025,4,Wyoming,14.68,19.11,50.59,3,0
2025-05,2025,5,Alabama,40.83,,37.32,0,0
2025-05,2025,5,Alaska,13.96,18.31,36.95,0,0
2025-05,2025,5,Arizona,43.28,31.19,74.82,14,0
2025-05,2025,5,Arkansas,49.9,,39.55,0,0
2025-05,2025,5,California,42.7,43.83,59.91,20,0
2025-05,2025,5,Colorado,21.93,27.68,62.21,6,0
2025-05,2025,5,Connecticut,50.12,,39.94,1,0
2025-05,2025,5,Country Of Mexico,53.0,60.17,68.28,1,0
2025-05,2025,5,Delaware,49.7,,43.17,0,0
2025-05,2025,5,District Of Columbia,49.0,,42.73,0,0
2025-05,2025,5,Florida,45.07,22.24,42.03,3,0
2025-05,2025,5,Georgia,43.33,,37.62,0,0
2025-05,2025,5,Hawaii,25.73,,29.48,0,0
2025-05,2025,5,Idaho,27.26,32.33,48.49,0,0
2025-05,2025,5,Illinois,47.88,75.0,42.23,0,0
2025-05,2025,5,Indiana,38.36,52.4,40.1,0,0
2025-05,2025,5,Iowa,38.92,66.75,51.74,3,0
2025-05,2025,5,Kansas,36.43,50.06,47.2,2,0
2025-05,2025,5,Kentucky,44.55,,37.12,0,0
2025-05,2025,5,Louisiana,44.53,,39.84,0,0
2025-05,2025,5,Maine,39.1,,33.59,0,0
2025-05,2025,5,Maryland,40.33,6.0,41.36,0,0
2025-05,2025,5,Massachusetts,39.75,,36.22,0,0
2025-05,2025,5,Michigan,36.97,,38.91,1,0
2025-05,2025,5,Minnesota,40.12,,47.8,3,0
2025-05,2025,5,Mississippi,39.94,,39.31,0,0
2025-05,2025,5,Missouri,41.91,51.71,44.2,0,0
2025-05,2025,5,Montana,21.0,15.0,44.43,0,0
2025-05,2025,5,Nebraska,26.95,24.53,50.47,3,0
2025-05,2025,5,Nevada,21.0,28.33,59.69,4,0
2025-05,2025,5,New Hampshire,39.2,,36.66,0,0
2025-05,2025,5,New Jersey,42.44,,37.86,0,0
2025-05,2025,5,New Mexico,41.49,75.0,68.06,17,0
2025-05,2025,5,New York,32.96,,35.45,0,0
2025-05,2025,5,North Carolina,41.02,,39.62,0,0
2025-05,2025,5,North Dakota,77.66,,50.63,4,1
2025-05,2025,5,Ohio,41.39,34.87,39.09,0,0
